AgeBP;d18O
2692;-3,67
3109;-2,95
3149;-2,85
3697;-2,81
3967;-2,92
4063;-3,05
4520;-3,44
4824;-3,44
4977;-3,49
5435;-3,51
5682;-4,98
5892;-6,11
6062;-6,65
